request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_112,271.7,affordable_now,full_payment,2024-06-05:271.7,2024-06-05,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_113,36500.0,affordable_now,full_payment,2026-09-04:36500.0,2026-09-04,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_114,65300.0,affordable_now,full_payment,2026-01-04:65300.0,2026-01-04,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_115,27135.0,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_116,58075.0,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_117,880.0,affordable_now,full_payment,2026-07-05:880.0,2026-07-05,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_118,738.1,not_affordable,not_recommended,none,2024-12-07,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_119,130901.01000000001,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_120,7714000.0,affordable_now,full_payment,2026-04-06:7714000.0,2026-04-06,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_121,633.6,affordable_now,full_payment,2024-03-03:633.6,2024-03-03,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_122,20558000.0,not_affordable,not_recommended,none,2025-08-05,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_123,4076000.0,affordable_now,full_payment,2026-01-07:4076000.0,2026-01-07,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_124,2049.56,not_affordable,not_recommended,none,2024-06-15,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_125,6468.0,affordable_now,full_payment,2025-11-06:6468.0,2025-11-06,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_126,159600.0,affordable_now,full_payment,2026-07-03:159600.0,2026-07-03,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_127,23980.0,affordable_now,full_payment,2024-09-05:23980.0,2024-09-05,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_128,25168.0,affordable_now,full_payment,2025-02-07:25168.0,2025-02-07,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_129,288.0,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_130,917.46,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_131,1855.2,not_affordable,not_recommended,none,2025-05-03,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_132,379.86,affordable_now,full_payment,2026-01-05:379.86,2026-01-05,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_133,15770000.0,not_affordable,not_recommended,none,2024-03-07,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_134,12118200.0,not_affordable,not_recommended,none,2025-08-15,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_135,304.8,affordable_now,full_payment,2026-07-06:304.8,2026-07-06,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_136,560.4,affordable_now,full_payment,2024-06-03:560.4,2024-06-03,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_137,67960.0,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_138,1209.9,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_139,2185.84,not_affordable,not_recommended,none,2024-09-15,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_140,11074.8,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_141,51435.0,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_142,1263.6,affordable_now,full_payment,2024-12-05:1263.6,2024-12-05,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_143,8384.2,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_144,233.34,affordable_now,full_payment,2026-07-04:233.34,2026-07-04,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_145,105613.66,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_146,81465.0,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_147,741.53,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_148,13181.080000000002,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_149,36652.0,not_affordable,not_recommended,none,2025-11-04,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_150,496.1,not_affordable,not_recommended,none,2026-01-06,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_151,26999000.0,affordable_now,full_payment,2024-09-03:26999000.0,2024-09-03,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_152,13882.0,not_affordable,not_recommended,none,2025-02-05,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_153,503.5999999999999,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_154,1625.8,not_affordable,not_recommended,none,2024-12-04,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_155,112500.0,affordable_now,full_payment,2025-05-06:112500.0,2025-05-06,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_156,13588.300000000003,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_157,10091850.0,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_158,242600.0,not_affordable,not_recommended,none,2025-08-07,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_159,13398.0,affordable_now,full_payment,2026-01-04:13398.0,2026-01-04,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_160,857.6100000000001,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_161,17241550.0,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_162,8601300.0,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_163,19304000.0,not_affordable,not_recommended,none,2024-09-07,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_164,27018000.0,not_affordable,not_recommended,none,2025-02-04,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_165,80600.0,affordable_now,full_payment,2026-04-06:80600.0,2026-04-06,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_166,2907.6,not_affordable,not_recommended,none,2024-12-03,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_167,43802.0,affordable_now,full_payment,2025-05-05:43802.0,2025-05-05,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_168,49380.0,not_affordable,not_recommended,none,2026-01-07,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_169,41976.0,affordable_now,full_payment,2024-03-04:41976.0,2024-03-04,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_170,36936000.0,not_affordable,not_recommended,none,2025-08-06,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_171,310.65,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_172,10200.0,not_affordable,not_recommended,none,2024-06-05,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_173,83190.53,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_174,1146.2,not_affordable,not_recommended,none,2026-04-04,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_175,2346.3,affordable_now,full_payment,2024-09-06:2346.3,2024-09-06,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Server disconnected without sending a response.)"
request_176,686.95,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: [Errno 11001] getaddrinfo failed)"
request_177,1017.6,affordable_now,full_payment,2026-01-05:1017.6,2026-01-05,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: [Errno 11001] getaddrinfo failed)"
request_178,2938.1,not_affordable,not_recommended,none,2024-12-07,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: [Errno 11001] getaddrinfo failed)"
request_179,37957250.0,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: [Errno 11001] getaddrinfo failed)"
request_180,66500.0,affordable_now,full_payment,2026-07-06:66500.0,2026-07-06,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: [Errno 11001] getaddrinfo failed)"
request_181,1141.0,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: [Errno 11001] getaddrinfo failed)"
request_182,65714.0,affordable_now,full_payment,2025-08-05:65714.0,2025-08-05,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: [Errno 11001] getaddrinfo failed)"
request_183,26866000.0,not_affordable,not_recommended,none,2026-04-07,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: [Errno 11001] getaddrinfo failed)"
request_184,47540.0,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: [Errno 11001] getaddrinfo failed)"
request_185,783.4000000000001,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: [Errno 11001] getaddrinfo failed)"
request_186,22863.5,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: [Errno 11001] getaddrinfo failed)"
request_187,67435.0,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: [Errno 11001] getaddrinfo failed)"
request_188,585.3,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: [Errno 11001] getaddrinfo failed)"
request_189,488.4,affordable_now,full_payment,2026-07-04:488.4,2026-07-04,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: [Errno 11001] getaddrinfo failed)"
request_190,1555.8000000000002,not_affordable,not_recommended,none,2024-12-15,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: [Errno 11001] getaddrinfo failed)"
request_191,664.4,affordable_now,full_payment,2025-05-03:664.4,2025-05-03,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: [Errno 11001] getaddrinfo failed)"
request_192,384.79999999999995,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: [Errno 11001] getaddrinfo failed)"
request_193,310.6199999999999,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_194,95030.0,not_affordable,not_recommended,none,,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_195,1170.4,not_affordable,not_recommended,none,2026-01-06,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_196,762.3,affordable_now,full_payment,2024-06-03:762.3,2024-06-03,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_197,50939000.0,not_affordable,not_recommended,none,2025-11-05,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_198,185800.0,affordable_now,full_payment,2026-07-07:185800.0,2026-07-07,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_199,23674000.0,not_affordable,not_recommended,none,2024-09-04,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_200,21717000.0,affordable_now,full_payment,2025-02-06:21717000.0,2025-02-06,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_201,23997000.0,affordable_now,full_payment,2026-04-03:23997000.0,2026-04-03,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
request_202,123900.0,affordable_now,full_payment,2024-12-05:123900.0,2024-12-05,none,"Based on your current balance and 90-day forecast, this is the recommended action. (LLM error: Error calling model 'gemini-3.5-flash' (PERMISSION_DENIED): 403 PERMISSION_DENIED. {'error': {'code': 403, 'message': 'Your API key was reported as leaked. Please use another API key.', 'status': 'PERMISSION_DENIED'}})"
